Order_ID,Product_Category,Product_Price,Discount_Applied,Delivery_Time_Days,Customer_Type,Payment_Method,Customer_Return_Rate,Product_Rating,Returned,seller_id,marketplace_id,order_timestamp
ORD02094,Electronics,4078.41,588.48,5,Returning,Wallet,0.05,4.0,1,S001,M001,2025-09-27
ORD02095,Grocery,4348.42,1373.76,6,Returning,Card,0.14,2.1,0,S009,M003,2025-09-19
ORD02096,Home,1349.34,208.4,5,Returning,Card,0.13,3.6,0,S010,M003,2025-10-21
ORD02097,Clothing,605.26,211.11,2,New,Card,0.21,1.3,0,S007,M002,2025-09-08
ORD02098,Clothing,4251.95,1304.23,4,New,Wallet,0.1,4.3,0,S002,M001,2025-11-12
ORD02099,Home,3537.75,620.68,6,New,Wallet,0.13,3.7,0,S010,M003,2025-09-09
ORD02100,Footwear,1080.52,65.09,1,New,COD,0.16,4.5,0,S006,M002,2025-11-03
ORD02101,Beauty,3256.37,1134.12,2,Returning,Card,0.05,2.9,0,S008,M002,2025-10-04
ORD02102,Beauty,4743.36,1584.75,5,New,COD,0.23,3.1,1,S009,M003,2025-10-19
ORD02103,Beauty,4441.35,871.35,3,New,COD,0.13,4.1,1,S001,M001,2025-11-12
ORD02104,Clothing,1541.42,78.86,6,Returning,Card,0.1,3.4,0,S005,M001,2025-11-18
ORD02105,Footwear,4078.43,488.01,6,New,Card,0.11,3.7,0,S009,M003,2025-10-01
ORD02106,Footwear,1241.04,415.54,4,Returning,Card,0.18,1.4,0,S007,M002,2025-10-01
ORD02107,Home,2973.7,634.1,2,New,Wallet,0.23,3.9,1,S001,M001,2025-08-31
ORD02108,Grocery,4014.37,1192.16,1,New,COD,0.15,5.0,0,S010,M003,2025-11-23
ORD02109,Grocery,3283.44,587.79,7,Returning,UPI,0.14,1.4,0,S006,M002,2025-08-30
ORD02110,Beauty,1057.83,267.85,7,New,COD,0.12,2.3,0,S007,M002,2025-10-25
ORD02111,Beauty,725.53,205.87,4,New,UPI,0.22,4.9,0,S010,M003,2025-09-12
ORD02112,Footwear,2537.24,400.71,1,New,UPI,0.2,1.5,1,S004,M001,2025-11-10
ORD02113,Clothing,4965.68,343.12,7,New,COD,0.17,2.2,0,S006,M002,2025-09-25
ORD02114,Footwear,328.13,78.66,5,New,Card,0.14,3.9,1,S010,M003,2025-11-25
ORD02115,Beauty,1618.82,187.65,5,New,Card,0.05,1.6,0,S005,M001,2025-09-27
ORD02116,Footwear,3405.19,856.88,6,New,UPI,0.14,3.4,0,S003,M001,2025-10-17
ORD02117,Beauty,3087.5,962.49,1,New,COD,0.24,3.6,0,S009,M003,2025-09-03
ORD02118,Grocery,1024.0,106.28,4,New,COD,0.03,2.1,0,S010,M003,2025-11-14
ORD02119,Grocery,4952.12,494.64,3,New,UPI,0.24,4.0,0,S009,M003,2025-11-14
ORD02120,Footwear,2293.13,297.18,5,Returning,COD,0.18,3.7,0,S008,M002,2025-09-05
ORD02121,Electronics,2146.5,216.55,5,New,Wallet,0.17,2.0,0,S009,M003,2025-11-02
ORD02122,Grocery,3103.29,945.2,7,Returning,COD,0.11,4.2,0,S010,M003,2025-11-07
ORD02123,Beauty,1056.21,264.91,7,Returning,Card,0.01,1.5,0,S002,M001,2025-11-22
ORD02124,Beauty,2703.44,868.54,3,New,Wallet,0.07,2.2,0,S008,M002,2025-10-13
ORD02125,Home,2903.88,608.98,6,New,Wallet,0.1,2.3,0,S001,M001,2025-10-02
ORD02126,Electronics,3967.48,971.49,7,Returning,COD,0.18,3.1,1,S006,M002,2025-11-11
ORD02127,Clothing,952.83,239.23,2,Returning,UPI,0.08,2.6,0,S010,M003,2025-11-01
ORD02128,Home,1147.33,248.44,1,Returning,Card,0.19,3.7,0,S007,M002,2025-10-06
ORD02129,Home,4192.28,220.51,3,Returning,COD,0.17,4.5,0,S005,M001,2025-08-31
ORD02130,Grocery,1412.73,433.81,5,New,COD,0.19,4.4,1,S010,M003,2025-09-03
ORD02131,Clothing,4873.8,458.47,1,Returning,UPI,0.1,1.5,1,S007,M002,2025-09-08
ORD02132,Grocery,1177.85,184.39,2,Returning,COD,0.03,1.4,0,S004,M001,2025-10-23
ORD02133,Electronics,1733.95,275.9,1,Returning,COD,0.06,2.6,0,S008,M002,2025-11-05
ORD02134,Electronics,511.56,137.09,2,New,Wallet,0.14,2.0,0,S006,M002,2025-10-26
ORD02135,Electronics,4757.13,1600.93,5,New,Card,0.17,1.3,0,S010,M003,2025-10-04
ORD02136,Home,1442.62,165.07,2,Returning,COD,0.18,4.0,0,S008,M002,2025-09-23
ORD02137,Electronics,1219.41,416.75,3,New,Wallet,0.17,4.4,0,S007,M002,2025-09-27
ORD02138,Grocery,3829.88,1007.35,6,Returning,Wallet,0.23,3.6,0,S007,M002,2025-11-21
ORD02139,Clothing,2989.84,304.64,5,Returning,Wallet,0.13,2.6,1,S009,M003,2025-10-13
ORD02140,Beauty,1462.34,399.58,6,Returning,UPI,0.12,4.5,0,S005,M001,2025-08-31
ORD02141,Electronics,3482.47,251.66,1,New,Card,0.02,4.3,0,S002,M001,2025-09-25
ORD02142,Beauty,3403.55,818.3,1,New,COD,0.05,3.5,0,S008,M002,2025-10-24
ORD02143,Clothing,4996.4,466.59,7,New,Card,0.17,1.4,0,S005,M001,2025-10-13
ORD02144,Electronics,4358.05,1380.16,4,New,COD,0.23,3.4,0,S003,M001,2025-11-24
ORD02145,Clothing,1149.0,399.4,1,New,Wallet,0.07,3.5,0,S007,M002,2025-09-16
ORD02146,Clothing,1371.17,165.29,4,Returning,UPI,0.18,3.5,0,S010,M003,2025-09-26
ORD02147,Beauty,748.88,46.6,5,New,COD,0.23,4.7,0,S003,M001,2025-09-06
ORD02148,Clothing,2400.34,469.67,3,Returning,Wallet,0.19,3.3,0,S003,M001,2025-10-26
ORD02149,Home,3390.57,328.93,7,New,COD,0.24,2.1,0,S006,M002,2025-11-26
ORD02150,Clothing,1700.48,440.29,3,New,Wallet,0.19,1.6,0,S001,M001,2025-10-02
ORD02151,Home,2899.21,619.68,5,Returning,COD,0.18,1.1,1,S007,M002,2025-09-26
ORD02152,Grocery,438.18,32.98,4,Returning,COD,0.1,1.7,0,S010,M003,2025-11-14
ORD02153,Grocery,2053.41,287.17,2,New,UPI,0.24,4.8,0,S010,M003,2025-10-13
ORD02154,Clothing,4879.98,413.61,2,New,COD,0.06,4.0,0,S009,M003,2025-11-26
ORD02155,Footwear,2097.4,549.1,6,New,UPI,0.22,4.5,0,S006,M002,2025-10-07
ORD02156,Electronics,3373.71,677.78,2,New,Card,0.15,3.2,0,S008,M002,2025-09-21
ORD02157,Electronics,2678.96,197.68,3,New,Card,0.03,3.6,0,S008,M002,2025-08-31
ORD02158,Electronics,1580.21,471.21,7,New,Card,0.24,2.4,0,S010,M003,2025-09-14
ORD02159,Footwear,3260.19,296.34,1,Returning,Wallet,0.21,3.8,1,S006,M002,2025-10-22
ORD02160,Beauty,4132.16,403.76,5,New,UPI,0.04,2.8,1,S010,M003,2025-08-30
ORD02161,Electronics,2200.54,681.46,4,Returning,COD,0.18,3.7,1,S006,M002,2025-09-03
ORD02162,Beauty,1465.1,403.04,3,New,UPI,0.08,4.7,0,S001,M001,2025-09-10
ORD02163,Clothing,1966.49,538.54,7,New,Wallet,0.09,4.6,0,S006,M002,2025-09-10
ORD02164,Grocery,3952.83,592.91,3,Returning,Card,0.22,3.9,0,S010,M003,2025-10-15
ORD02165,Electronics,3723.9,523.44,5,New,COD,0.18,4.3,0,S010,M003,2025-10-02
ORD02166,Clothing,3564.66,240.93,1,Returning,UPI,0.16,3.2,1,S009,M003,2025-11-26
ORD02167,Footwear,2782.67,336.53,1,Returning,Card,0.1,1.4,0,S001,M001,2025-10-30
ORD02168,Home,3860.38,776.14,5,New,Wallet,0.09,3.5,0,S002,M001,2025-08-30
ORD02169,Electronics,467.51,79.79,2,New,UPI,0.21,1.9,0,S003,M001,2025-11-22
ORD02170,Beauty,3888.99,683.27,3,Returning,Wallet,0.08,3.9,0,S007,M002,2025-10-16
ORD02171,Clothing,2373.96,180.68,6,New,UPI,0.2,1.5,0,S010,M003,2025-09-13
ORD02172,Electronics,497.5,152.45,5,Returning,Wallet,0.02,2.0,1,S004,M001,2025-11-13
ORD02173,Home,411.71,124.08,5,New,COD,0.02,3.3,0,S006,M002,2025-09-01
ORD02174,Clothing,1550.92,79.38,5,Returning,UPI,0.14,3.6,0,S003,M001,2025-09-10
ORD02175,Clothing,1504.43,176.5,5,Returning,COD,0.24,4.9,1,S001,M001,2025-10-31
ORD02176,Home,3887.23,818.17,5,Returning,Wallet,0.04,1.7,0,S002,M001,2025-10-23
ORD02177,Electronics,4858.68,1319.08,1,New,UPI,0.12,1.6,1,S006,M002,2025-10-10
ORD02178,Clothing,244.06,36.42,6,New,UPI,0.09,2.4,0,S010,M003,2025-11-08
ORD02179,Grocery,3032.19,517.46,3,New,COD,0.08,2.6,0,S008,M002,2025-11-11
ORD02180,Clothing,3165.22,861.08,5,Returning,UPI,0.1,3.6,0,S003,M001,2025-10-10
ORD02181,Footwear,2746.97,167.01,4,Returning,UPI,0.15,3.6,0,S006,M002,2025-10-09
ORD02182,Grocery,1414.27,230.73,4,New,COD,0.01,2.1,0,S007,M002,2025-11-01
ORD02183,Electronics,3140.25,836.18,6,Returning,UPI,0.12,4.7,0,S008,M002,2025-09-09
ORD02184,Electronics,3727.02,1154.35,2,New,Wallet,0.22,4.9,1,S010,M003,2025-11-19
ORD02185,Clothing,1768.98,109.5,5,Returning,UPI,0.21,3.6,0,S002,M001,2025-10-25
ORD02186,Grocery,629.97,201.56,2,Returning,UPI,0.07,3.3,1,S002,M001,2025-11-13
ORD02187,Home,2254.82,568.23,4,Returning,UPI,0.09,3.9,1,S007,M002,2025-09-17
ORD02188,Beauty,1422.14,211.87,6,New,Card,0.08,1.8,0,S001,M001,2025-09-11
ORD02189,Footwear,529.42,177.3,4,New,Card,0.19,3.7,1,S008,M002,2025-09-05
ORD02190,Clothing,1835.79,94.04,1,Returning,Wallet,0.1,3.8,0,S002,M001,2025-09-10
ORD02191,Beauty,3820.1,586.89,4,Returning,Wallet,0.05,3.1,0,S007,M002,2025-11-09
ORD02192,Home,3500.65,570.28,6,New,Wallet,0.24,4.2,0,S004,M001,2025-11-20
ORD02193,Home,424.64,36.56,4,Returning,UPI,0.04,1.3,0,S007,M002,2025-11-17
ORD02194,Beauty,4906.41,1496.98,7,New,Card,0.01,1.9,0,S004,M001,2025-11-03
ORD02195,Clothing,741.5,80.56,4,Returning,UPI,0.14,3.2,0,S007,M002,2025-09-22
ORD02196,Clothing,4712.19,1625.27,2,New,COD,0.07,2.9,1,S010,M003,2025-10-24
ORD02197,Footwear,4724.54,1019.59,7,Returning,Wallet,0.04,2.8,0,S003,M001,2025-10-09
ORD02198,Clothing,2348.35,124.8,1,Returning,UPI,0.19,2.8,0,S005,M001,2025-09-28
ORD02199,Electronics,2974.62,582.51,3,New,COD,0.14,4.8,0,S003,M001,2025-09-18
ORD02200,Home,982.68,331.26,3,New,Card,0.24,4.7,0,S010,M003,2025-09-18
ORD02201,Footwear,4190.4,1349.49,7,New,COD,0.19,3.9,0,S007,M002,2025-10-13
ORD02202,Clothing,2811.0,615.98,7,New,UPI,0.11,1.6,0,S008,M002,2025-09-06
ORD02203,Grocery,3899.06,384.29,4,New,COD,0.08,2.6,0,S009,M003,2025-11-02
ORD02204,Electronics,4320.53,565.27,7,New,Card,0.07,1.8,0,S001,M001,2025-10-25
ORD02205,Beauty,1866.4,600.95,3,Returning,COD,0.03,3.3,0,S008,M002,2025-11-21
ORD02206,Grocery,1205.96,106.74,3,New,UPI,0.1,2.3,1,S002,M001,2025-09-09
ORD02207,Clothing,886.95,210.67,5,Returning,UPI,0.17,4.7,0,S008,M002,2025-10-08
ORD02208,Beauty,2274.5,379.09,5,New,UPI,0.19,4.3,0,S007,M002,2025-10-15
ORD02209,Grocery,1640.06,303.28,3,Returning,UPI,0.17,3.8,0,S006,M002,2025-10-14
ORD02210,Clothing,4196.15,1182.55,7,Returning,Card,0.09,2.6,1,S009,M003,2025-10-08
ORD02211,Clothing,702.68,67.58,1,Returning,COD,0.19,4.1,1,S005,M001,2025-10-05
ORD02212,Home,3129.59,816.32,6,New,Card,0.19,1.3,0,S008,M002,2025-09-19
ORD02213,Clothing,4986.28,1595.05,2,New,UPI,0.16,4.9,0,S010,M003,2025-11-21
ORD02214,Grocery,3221.49,320.82,5,Returning,Wallet,0.03,3.6,0,S009,M003,2025-09-23
ORD02215,Electronics,4293.23,672.24,6,New,Card,0.04,5.0,0,S009,M003,2025-10-27
ORD02216,Electronics,3300.63,535.96,3,Returning,COD,0.08,3.9,0,S006,M002,2025-11-02
ORD02217,Footwear,2724.07,681.17,3,Returning,Wallet,0.11,3.2,1,S002,M001,2025-09-15
ORD02218,Electronics,756.82,157.6,1,New,Card,0.02,4.3,0,S004,M001,2025-11-20
ORD02219,Electronics,1874.73,473.43,2,Returning,COD,0.12,1.9,0,S001,M001,2025-10-20
ORD02220,Clothing,1061.74,269.52,6,Returning,Card,0.15,2.8,1,S006,M002,2025-10-24
ORD02221,Beauty,3597.21,181.79,5,New,COD,0.24,4.3,0,S004,M001,2025-11-21
ORD02222,Grocery,3310.76,570.52,1,New,Card,0.21,2.2,0,S002,M001,2025-10-20
ORD02223,Home,1986.17,201.87,5,Returning,UPI,0.09,3.0,0,S007,M002,2025-09-17
ORD02224,Footwear,258.19,66.5,3,Returning,UPI,0.02,4.4,0,S008,M002,2025-10-08
ORD02225,Beauty,4286.05,1178.06,2,New,UPI,0.05,2.1,0,S008,M002,2025-11-17
ORD02226,Clothing,3225.51,578.61,3,New,Wallet,0.17,1.3,0,S003,M001,2025-09-07
ORD02227,Footwear,2668.65,231.92,2,Returning,Wallet,0.25,3.8,0,S006,M002,2025-10-30
ORD02228,Beauty,811.42,135.39,3,Returning,COD,0.24,4.0,0,S006,M002,2025-11-18
ORD02229,Grocery,3404.94,223.83,2,New,UPI,0.23,1.3,0,S005,M001,2025-09-13
ORD02230,Clothing,1155.65,307.25,5,Returning,Card,0.21,3.9,1,S005,M001,2025-09-15
ORD02231,Electronics,2568.8,472.53,6,Returning,UPI,0.14,2.9,0,S004,M001,2025-11-18
ORD02232,Footwear,722.7,73.04,1,New,UPI,0.24,2.9,1,S001,M001,2025-09-12
ORD02233,Clothing,825.42,109.79,6,Returning,Card,0.09,4.4,0,S007,M002,2025-10-30
ORD02234,Beauty,670.82,186.64,6,New,Wallet,0.23,3.3,0,S007,M002,2025-11-09
ORD02235,Grocery,4301.27,829.19,2,New,Wallet,0.21,4.1,0,S009,M003,2025-11-11
ORD02236,Clothing,4963.81,1643.4,5,New,COD,0.1,1.4,0,S004,M001,2025-09-19
ORD02237,Footwear,4156.72,1006.93,5,Returning,UPI,0.18,3.2,0,S009,M003,2025-10-30
ORD02238,Grocery,2337.12,579.13,2,New,UPI,0.02,4.6,1,S006,M002,2025-11-05
ORD02239,Grocery,700.76,199.96,1,New,COD,0.18,2.4,1,S006,M002,2025-11-26
ORD02240,Grocery,1535.9,448.07,3,Returning,UPI,0.11,1.3,0,S003,M001,2025-10-10
ORD02241,Grocery,4688.25,1443.44,1,Returning,UPI,0.11,1.4,0,S006,M002,2025-10-16
ORD02242,Clothing,2684.81,923.54,4,New,Card,0.2,4.9,1,S005,M001,2025-10-16
ORD02243,Beauty,3733.38,1030.95,7,Returning,UPI,0.11,1.5,0,S004,M001,2025-09-13
ORD02244,Clothing,3294.24,358.01,1,Returning,Card,0.07,2.0,0,S003,M001,2025-08-30
ORD02245,Footwear,4981.09,1358.89,7,New,Wallet,0.12,1.9,0,S009,M003,2025-09-13
ORD02246,Home,3249.31,346.73,2,Returning,Card,0.12,2.2,0,S009,M003,2025-09-03
ORD02247,Beauty,1344.34,462.12,6,New,UPI,0.16,3.4,0,S005,M001,2025-09-04
ORD02248,Electronics,510.81,80.56,3,Returning,Card,0.08,2.2,1,S009,M003,2025-09-15
ORD02249,Beauty,2358.42,244.41,6,Returning,UPI,0.22,5.0,0,S010,M003,2025-10-24
ORD02250,Electronics,618.23,98.27,3,New,UPI,0.15,4.5,0,S003,M001,2025-11-16
ORD02251,Clothing,1249.63,115.47,3,Returning,Card,0.02,3.2,0,S007,M002,2025-11-02
ORD02252,Electronics,4630.26,959.69,3,Returning,Card,0.21,2.7,1,S008,M002,2025-09-06
ORD02253,Electronics,4783.98,1058.76,3,Returning,Card,0.17,1.8,1,S007,M002,2025-11-04
ORD02254,Footwear,1740.26,559.81,6,New,Wallet,0.2,1.9,0,S007,M002,2025-11-01
ORD02255,Grocery,3753.43,1242.33,7,Returning,UPI,0.13,2.8,0,S010,M003,2025-11-13
ORD02256,Electronics,2413.01,140.09,2,New,UPI,0.02,2.8,0,S007,M002,2025-09-29
ORD02257,Footwear,1698.72,176.72,6,Returning,Card,0.1,4.1,1,S001,M001,2025-10-05
ORD02258,Footwear,3861.09,1265.57,1,New,Wallet,0.04,3.5,0,S009,M003,2025-10-24
ORD02259,Footwear,662.53,60.09,6,New,Wallet,0.15,3.3,0,S009,M003,2025-10-11
ORD02260,Beauty,703.09,112.2,6,Returning,UPI,0.08,3.5,0,S004,M001,2025-11-25
ORD02261,Footwear,1496.43,285.11,5,Returning,UPI,0.17,4.4,0,S007,M002,2025-11-18
ORD02262,Home,2683.94,404.36,1,New,Card,0.1,1.0,1,S006,M002,2025-10-05
ORD02263,Clothing,3995.56,1262.12,7,New,Wallet,0.15,2.8,0,S004,M001,2025-09-21
ORD02264,Grocery,1902.75,634.94,4,New,UPI,0.12,4.2,0,S007,M002,2025-11-26
ORD02265,Beauty,958.21,138.07,6,Returning,UPI,0.1,4.3,1,S008,M002,2025-10-24
ORD02266,Electronics,4771.39,1539.63,4,New,COD,0.11,2.0,0,S008,M002,2025-11-14
ORD02267,Grocery,4355.96,838.85,4,New,Card,0.04,2.5,0,S008,M002,2025-11-05
ORD02268,Clothing,1525.53,109.3,4,New,Wallet,0.02,1.6,0,S009,M003,2025-11-25
ORD02269,Grocery,1977.52,667.44,6,Returning,Card,0.21,4.4,0,S007,M002,2025-09-14
ORD02270,Footwear,2683.47,390.95,7,New,Wallet,0.21,4.2,0,S006,M002,2025-09-28
ORD02271,Footwear,3656.94,788.42,3,Returning,COD,0.23,1.3,0,S010,M003,2025-10-13
ORD02272,Beauty,2641.57,176.65,3,Returning,UPI,0.06,1.2,0,S010,M003,2025-11-12
ORD02273,Grocery,3980.64,1283.11,5,New,Card,0.11,4.4,0,S010,M003,2025-10-16
ORD02274,Clothing,494.52,58.52,4,Returning,Card,0.23,4.6,1,S010,M003,2025-10-10
ORD02275,Clothing,2170.95,340.34,4,New,Card,0.08,1.9,0,S006,M002,2025-11-17
ORD02276,Grocery,2694.21,396.94,3,Returning,UPI,0.13,2.6,0,S002,M001,2025-11-26
ORD02277,Grocery,1448.81,308.92,5,Returning,COD,0.17,5.0,1,S007,M002,2025-11-03
ORD02278,Home,3582.87,579.26,6,Returning,Wallet,0.12,2.5,1,S004,M001,2025-09-19
ORD02279,Grocery,732.43,225.72,4,New,Wallet,0.24,3.5,0,S010,M003,2025-10-16
ORD02280,Home,2026.59,339.37,1,New,UPI,0.19,1.2,1,S006,M002,2025-09-25
ORD02281,Footwear,665.86,42.12,5,New,Card,0.09,2.5,0,S010,M003,2025-09-17
ORD02282,Clothing,3198.03,1109.18,2,New,Wallet,0.05,3.6,0,S004,M001,2025-09-28
ORD02283,Footwear,3727.32,628.98,3,New,Wallet,0.21,1.8,0,S005,M001,2025-10-17
ORD02284,Clothing,1139.09,63.14,7,New,UPI,0.23,1.4,1,S009,M003,2025-10-09
ORD02285,Beauty,1973.71,293.3,4,Returning,COD,0.16,3.6,0,S007,M002,2025-11-26
ORD02286,Beauty,4225.12,971.07,3,New,Wallet,0.23,3.2,0,S009,M003,2025-09-05
ORD02287,Footwear,1143.16,299.94,5,Returning,Wallet,0.12,4.5,1,S005,M001,2025-11-16
ORD02288,Electronics,747.68,218.38,7,New,Card,0.12,3.2,0,S010,M003,2025-09-09
ORD02289,Beauty,4718.95,1630.58,5,New,UPI,0.01,2.5,0,S002,M001,2025-09-02
ORD02290,Footwear,3878.18,870.01,4,New,Wallet,0.2,3.2,1,S007,M002,2025-11-01
ORD02291,Beauty,2508.32,689.66,1,Returning,Wallet,0.2,4.4,0,S007,M002,2025-11-20
ORD02292,Grocery,201.61,55.3,5,New,Wallet,0.05,3.8,0,S008,M002,2025-10-07
ORD02293,Clothing,2542.36,262.94,3,New,Card,0.02,1.2,0,S001,M001,2025-10-31
ORD02294,Footwear,596.67,161.07,2,Returning,UPI,0.09,2.2,1,S006,M002,2025-09-08
ORD02295,Beauty,3289.25,570.81,4,Returning,COD,0.22,3.5,0,S010,M003,2025-11-05
ORD02296,Electronics,2067.74,245.43,6,Returning,COD,0.08,1.4,0,S003,M001,2025-10-04
ORD02297,Home,4279.3,339.35,3,New,COD,0.12,2.5,0,S010,M003,2025-11-27
ORD02298,Electronics,3442.87,279.78,1,New,UPI,0.01,1.0,0,S002,M001,2025-10-31
ORD02299,Footwear,3548.03,566.61,2,Returning,UPI,0.22,1.8,0,S008,M002,2025-11-27
ORD02300,Footwear,2354.42,450.92,1,New,Card,0.21,2.9,0,S009,M003,2025-09-08
ORD02301,Footwear,1477.48,264.01,1,Returning,Card,0.19,4.4,0,S001,M001,2025-09-27
ORD02302,Grocery,1896.55,523.09,1,Returning,UPI,0.25,4.2,0,S005,M001,2025-09-01
ORD02303,Clothing,2706.92,354.71,5,New,UPI,0.17,4.6,1,S001,M001,2025-11-06
ORD02304,Electronics,2874.85,510.69,4,Returning,Card,0.05,3.4,0,S007,M002,2025-10-20
ORD02305,Beauty,4629.02,1071.99,3,New,COD,0.23,3.6,0,S002,M001,2025-11-20
ORD02306,Electronics,1162.31,268.18,5,New,UPI,0.02,1.4,1,S004,M001,2025-08-30
ORD02307,Grocery,4611.14,1005.03,1,New,COD,0.24,3.7,0,S010,M003,2025-10-09
ORD02308,Clothing,1270.84,429.66,7,New,Card,0.02,4.5,0,S006,M002,2025-10-21
ORD02309,Footwear,3687.45,401.42,1,New,UPI,0.09,1.6,0,S002,M001,2025-10-16
ORD02310,Grocery,4973.03,427.93,4,New,Card,0.1,2.9,0,S008,M002,2025-10-29
ORD02311,Electronics,1183.13,163.58,4,New,COD,0.24,4.9,0,S007,M002,2025-10-14
ORD02312,Electronics,441.85,90.18,3,Returning,Card,0.21,3.0,0,S001,M001,2025-09-21
ORD02313,Electronics,3367.23,786.67,3,Returning,UPI,0.04,1.7,0,S005,M001,2025-09-25
ORD02314,Electronics,3315.62,720.4,3,Returning,Card,0.23,3.7,0,S008,M002,2025-11-18
ORD02315,Electronics,2199.35,624.92,6,Returning,UPI,0.02,3.9,1,S006,M002,2025-10-10
ORD02316,Home,2125.0,321.87,1,Returning,COD,0.16,1.3,0,S001,M001,2025-09-30
ORD02317,Home,4204.3,928.78,6,New,Card,0.13,3.0,0,S002,M001,2025-11-20
ORD02318,Home,3762.59,360.83,1,New,Card,0.11,1.6,0,S007,M002,2025-11-01
ORD02319,Beauty,4432.27,252.66,1,New,COD,0.16,1.7,0,S001,M001,2025-10-16
ORD02320,Home,1149.4,270.49,3,Returning,Card,0.15,3.1,0,S010,M003,2025-08-30
ORD02321,Home,3660.29,406.18,5,Returning,Card,0.15,1.7,1,S009,M003,2025-09-05
ORD02322,Beauty,1014.05,236.88,6,Returning,UPI,0.17,4.1,0,S008,M002,2025-11-24
ORD02323,Clothing,996.58,306.24,6,Returning,UPI,0.08,4.5,1,S009,M003,2025-11-11
ORD02324,Electronics,4961.32,343.89,1,Returning,COD,0.13,2.6,0,S006,M002,2025-11-20
ORD02325,Beauty,2482.59,728.67,3,New,Wallet,0.14,3.6,0,S010,M003,2025-09-05
ORD02326,Grocery,2698.6,832.66,7,Returning,Card,0.22,1.2,0,S005,M001,2025-09-25
ORD02327,Home,1564.62,152.43,4,New,UPI,0.15,4.0,1,S009,M003,2025-09-19
ORD02328,Grocery,1250.51,388.15,7,New,UPI,0.23,1.6,0,S006,M002,2025-10-06
ORD02329,Beauty,4240.43,1159.19,4,Returning,UPI,0.23,2.7,0,S006,M002,2025-10-28
ORD02330,Electronics,3052.27,230.96,6,New,COD,0.1,4.5,0,S009,M003,2025-09-29
ORD02331,Electronics,2492.97,821.05,5,New,UPI,0.09,2.3,0,S009,M003,2025-09-25
ORD02332,Home,2586.77,495.38,1,New,COD,0.03,3.3,0,S010,M003,2025-08-31
ORD02333,Beauty,1610.1,272.2,6,Returning,Wallet,0.11,1.1,0,S010,M003,2025-09-28
ORD02334,Grocery,2592.08,486.31,6,Returning,UPI,0.18,4.1,0,S007,M002,2025-09-26
ORD02335,Clothing,947.28,121.58,2,New,Card,0.15,4.7,0,S006,M002,2025-09-20
ORD02336,Home,1608.89,332.9,7,Returning,COD,0.1,3.0,0,S007,M002,2025-09-04
ORD02337,Home,2072.58,618.02,2,Returning,Card,0.17,1.5,0,S009,M003,2025-10-31
ORD02338,Footwear,1249.77,220.15,7,Returning,Card,0.09,2.6,0,S010,M003,2025-09-15
ORD02339,Grocery,1266.21,419.18,6,Returning,COD,0.1,2.6,0,S006,M002,2025-11-11
ORD02340,Electronics,3565.64,767.35,3,Returning,Card,0.21,2.2,0,S010,M003,2025-10-18
ORD02341,Grocery,2140.9,606.59,7,Returning,Card,0.21,3.1,0,S004,M001,2025-10-30
ORD02342,Clothing,1163.98,369.21,5,New,COD,0.14,2.2,1,S003,M001,2025-09-22
ORD02343,Beauty,291.36,24.61,1,New,COD,0.14,2.1,0,S003,M001,2025-11-16
ORD02344,Grocery,3075.6,408.08,3,New,Wallet,0.18,1.5,0,S008,M002,2025-10-03
ORD02345,Footwear,4239.88,464.94,1,New,UPI,0.22,2.1,0,S007,M002,2025-10-25
ORD02346,Footwear,1171.58,366.24,6,New,UPI,0.15,1.6,0,S001,M001,2025-10-26
ORD02347,Beauty,494.94,37.74,5,New,COD,0.11,3.4,1,S006,M002,2025-09-17
ORD02348,Grocery,3928.24,1059.4,2,New,COD,0.19,4.3,1,S003,M001,2025-08-30
ORD02349,Clothing,2877.92,885.45,4,Returning,COD,0.21,2.1,0,S008,M002,2025-09-25
ORD02350,Clothing,3951.39,638.68,4,New,UPI,0.22,1.9,0,S007,M002,2025-10-16
ORD02351,Grocery,3544.13,623.43,3,Returning,COD,0.21,3.1,0,S004,M001,2025-09-12
ORD02352,Home,2257.02,457.82,3,New,Card,0.25,3.4,1,S008,M002,2025-09-17
ORD02353,Beauty,3512.82,468.64,3,New,Card,0.05,1.7,0,S003,M001,2025-09-10
ORD02354,Home,3378.43,184.36,7,New,Card,0.21,1.3,0,S005,M001,2025-10-20
ORD02355,Clothing,2332.48,407.63,5,Returning,Wallet,0.18,2.0,0,S009,M003,2025-08-31
ORD02356,Home,1436.52,203.72,7,Returning,COD,0.12,2.9,1,S001,M001,2025-10-12
ORD02357,Electronics,735.8,180.08,4,New,UPI,0.15,4.4,0,S003,M001,2025-10-12
ORD02358,Beauty,604.86,64.58,3,New,COD,0.18,3.5,1,S003,M001,2025-10-18
ORD02359,Grocery,3624.15,1002.91,1,New,COD,0.24,4.0,1,S002,M001,2025-10-24
ORD02360,Grocery,2512.49,678.31,2,New,Wallet,0.03,2.4,0,S006,M002,2025-09-10
ORD02361,Clothing,2443.43,408.06,2,Returning,UPI,0.09,1.0,0,S008,M002,2025-10-31
ORD02362,Beauty,4284.17,694.98,4,New,UPI,0.19,2.1,0,S009,M003,2025-11-19
ORD02363,Home,2695.79,940.74,7,New,COD,0.02,1.9,0,S002,M001,2025-11-01
ORD02364,Footwear,3380.84,671.5,5,Returning,COD,0.11,1.4,0,S010,M003,2025-08-30
